Dataset,Model,Accuracy(%),Precision(%),Recall(%),F1-Score(%),FLOPs(M),Params(K),Inference_Time(s),Flows_per_second
CIC_IoT_2023,1dcnn,90.67,84.58,79.92,80.89,3.65,71.63,0.81,17119.92
