Dataset,Model,Accuracy(%),Precision(%),Recall(%),F1-Score(%),FLOPs(M),Params(K),Inference_Time(s),Flows_per_second
CIC_IoT_2023,ghostnet,92.18,85.62,83.03,83.79,0.68,52.86,1.32,10527.55
